EventCode,UMask,EventName,Description,Counter,OverFlow,MSRIndex,MSRValue,PreciseEvent,Invert,AnyThread,EdgeDetect
"0x00","0x01","INST_RETIRED.ANY","This event counts the number of instructions retired from execution. For instructions that consist of multiple micro-ops, this event counts the retirement of the last micro-op of the instruction. Counting continues during hardware interrupts, traps, and inside interrupt handlers. ","Fixed counter 1","2000003","0","0","0","0","0","0"
"0x00","0x02","CPU_CLK_UNHALTED.THREAD","This event counts the number of core cycles while the core is not in a halt state. The core enters the halt state when it is running the HLT instruction. This event is a component in many key event ratios. The core frequency may change from time to time due to transitions associated with Enhanced Intel SpeedStep Technology or TM2. For this reason this event may have a changing ratio with regards to time. When the core frequency is constant, this event can approximate elapsed time while the core was not in the halt state. It is counted on a dedicated fixed counter, leaving the four (eight when Hyperthreading is disabled) programmable counters available for other events. ","Fixed counter 2","2000003","0","0","0","0","0","0"
"0x00","0x03","CPU_CLK_UNHALTED.REF_TSC","This event counts the number of reference cycles when the core is not in a halt state. The core enters the halt state when it is running the HLT instruction or the MWAIT instruction. This event is not affected by core frequency changes (for example, P states, TM2 transitions) but has the same incrementing frequency as the time stamp counter. This event can approximate elapsed time while the core was not in a halt state. This event has a constant ratio with the CPU_CLK_UNHALTED.REF_XCLK event. It is counted on a dedicated fixed counter, leaving the four (eight when Hyperthreading is disabled) programmable counters available for other events. ","Fixed counter 3","2000003","0","0","0","0","0","0"
"0x88","0x41","BR_INST_EXEC.NONTAKEN_CONDITIONAL","Not taken macro-conditional branches","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0x81","BR_INST_EXEC.TAKEN_CONDITIONAL","Taken speculative and retired macro-conditional branches","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0x82","BR_INST_EXEC.TAKEN_DIRECT_JUMP","Taken speculative and retired macro-conditional branch instructions excluding calls and indirects","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0x84","BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET","Taken speculative and retired indirect branches excluding calls and returns","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0x88","BR_INST_EXEC.TAKEN_INDIRECT_NEAR_RETURN","Taken speculative and retired indirect branches with return mnemonic","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0x90","BR_INST_EXEC.TAKEN_DIRECT_NEAR_CALL","Taken speculative and retired direct near calls","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0xA0","BR_INST_EXEC.TAKEN_INDIRECT_NEAR_CALL","Taken speculative and retired indirect calls","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0xC1","BR_INST_EXEC.ALL_CONDITIONAL","Speculative and retired macro-conditional branches","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0xC2","BR_INST_EXEC.ALL_DIRECT_JMP","Speculative and retired macro-unconditional branches excluding calls and indirects","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0xC4","BR_INST_EXEC.ALL_INDIRECT_JUMP_NON_CALL_RET","Speculative and retired indirect branches excluding calls and returns","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0xC8","BR_INST_EXEC.ALL_INDIRECT_NEAR_RETURN","Speculative and retired indirect return branches.","0,1,2,3","200003","0","0","0","0","0","0"
